"no","name","cat","model","qty","cost","price","min"
"N20103GO","GASKET CYLINDER HEAD [NIOI 0060]","Engine","TVS / Universal","0","2813.5","3310","5"
"N2010420","COVER CYLINDER HEAD-L( PAINTED)","Engine","TVS / Universal","0","1870","2200","5"
"N2010SOO","GASKET CYLINDER HEAD COVER R","Engine","TVS / Universal","0","425","500","5"
"N2010610","VALVE INTAKE (AIT)","Engine","TVS / Universal","0","2312","2720","5"
"N2010620","VALVE EXHAUST 2,","Engine","TVS / Universal","0","501.5","590","5"
"N2010SGO","PIN PISTON","Engine","TVS / Universal","0","425","500","5"
"N2010710","BOLT CAM CHAIN TENSIONER","Brakes","TVS / Universal","0","425","500","5"
"N2010820","CAP INSPECTION PAINTED","General Spare Parts","TVS / Universal","0","425","500","5"
"N2010G10","SPROCKET 32 CAM SHAFT","Brakes","TVS / Universal","0","2065.5","2430","5"
"N2010G20","CAMCHAIN (ROLLER CHAIN) (ALTI","Brakes","TVS / Universal","0","2031.5","2390","5"
"N2010G50","HEAD CYLINDER ASSY (ALTI","Engine","TVS / Universal","0","74825.5","88030","5"
"N2010GSO","WASHER CAM CHAIN TENSIONER","Brakes","TVS / Universal","0","425","500","5"
"N2010GGO","RING SET PISTON STD 5PC","Engine","TVS / Universal","0","1632","1920","5"
"N2011020","TENSIONER CAMCHAIN -2005","Brakes","TVS / Universal","0","2142","2520","5"
"N2011150","CYLINDER BLOCK LG SILVER (ALTI","Engine","TVS / Universal","0","18989","22340","5"
"N2011170","COVER CYLINDER (ALTI","Engine","TVS / Universal","0","2847.5","3350","5"
"N2011180","CAP COVER CYL HEAD RH VICTOR LG SIL","Engine","TVS / Universal","0","646","760","5"
"N20111GO","CAP INSPECTION PAINTED LG SIL","General Spare Parts","TVS / Universal","0","425","500","5"
"N2020200","CRANKSHAFT COMP (027) (AIT)","Engine","TVS / Universal","0","32946","38760","5"
"N2030080","CRANKCASE COMP R -GX","Engine","TVS / Universal","0","14679.5","17270","5"
"N2030100","CRANKCASE COMP L -GX","Engine","TVS / Universal","0","3629.5","4270","5"
"N2030120","COVER CLUTCH MACHINED (SPARE ONLY)","General Spare Parts","TVS / Universal","0","8925","10500","5"
"N2030150","COVER MAGNETO MACHINED(SPARE ONLY)","General Spare Parts","TVS / Universal","0","5066","5960","5"
"N2030170","GASKET MAGNETO COVER","Engine","TVS / Universal","0","425","500","5"
"N203021G","PLUG OIL HOLE","Oils & Fluids","TVS / Universal","0","425","500","5"
"N2030270","COVER CLUTCH MACHINED LG SIL","General Spare Parts","TVS / Universal","0","13370.5","15730","5"
"N2030280","COVER MAGNETO MACHINED LG SIL","General Spare Parts","TVS / Universal","0","5040.5","5930","5"
"N2040010","CARBURETTOR ASSY [MIKUNI]","General Spare Parts","TVS / Universal","0","36235.5","42630","5"
"N2040210","SEAL AIR CLEANER","Filters","TVS / Universal","0","425","500","5"
"N20404GO","HOSE CLIP","General Spare Parts","TVS / Universal","0","425","500","5"
"N2040650","FILTER INNER","Filters","TVS / Universal","0","595","700","5"
"N2040GGO","SECONDARY AIR INJECTION VALVE","Engine","TVS / Universal","0","14866.5","17490","5"
"N2041080","CASE AIR CLEANER L COMP","Filters","TVS / Universal","0","2329","2740","5"
"N2041120","HOSE No 1","General Spare Parts","TVS / Universal","0","680","800","5"
"N2041150","HOSE CLIP NO_I","General Spare Parts","TVS / Universal","0","425","500","5"
"N2041300","TUBE INTAKE","General Spare Parts","TVS / Universal","0","425","500","5"
"N2041310","CASE AIR CLEANER R","Filters","TVS / Universal","0","1385.5","1630","5"
"N2041320","ASSY AIR CLEANER","Filters","TVS / Universal","0","13863.5","16310","5"
"N2041400","ADAPTOR COMP CARBURETTOR","General Spare Parts","TVS / Universal","0","425","500","5"
"N2041470","TUBE BREATHER","General Spare Parts","TVS / Universal","0","425","500","5"
"N2041480","CLAMP HOSE","Electrical","TVS / Universal","0","425","500","5"
"N20414GO","GASKET AIR INJECTION","Engine","TVS / Universal","0","425","500","5"
"N2041520","TUBE OUTLET","General Spare Parts","TVS / Universal","0","1470.5","1730","5"
"N2041670","CUSHION VALVE MOUNTING","Engine","TVS / Universal","0","425","500","5"
"N2041SGO","CLAMP END CAP","Electrical","TVS / Universal","0","425","500","5"
"N2070150","PLATE CLUTCH DRIVE (AIT)","General Spare Parts","TVS / Universal","0","425","500","5"
"N2070200","DISC CLUTCH PRESSURE","Brakes","TVS / Universal","0","1292","1520","5"
"N2070220","HUB CLUTCH","General Spare Parts","TVS / Universal","0","2728.5","3210","5"
"N2070250","SPRING CLUTCH (ALTI","General Spare Parts","TVS / Universal","0","425","500","5"
"N20702GO","PLATE CLUTCH RELEASE","General Spare Parts","TVS / Universal","0","892.5","1050","5"
"N2070300","SPRING DISC","Brakes","TVS / Universal","0","425","500","5"
"N2070310","NUT CLUTCH SHAFT","General Spare Parts","TVS / Universal","0","425","500","5"
"N2070320","SPACER CLUTCH","General Spare Parts","TVS / Universal","0","875.5","1030","5"
"N2070370","SPRING CLUTCH (ALTI","General Spare Parts","TVS / Universal","0","425","500","5"
"N2070380","KIT PIN CLUTCH RELEASE","General Spare Parts","TVS / Universal","0","425","500","5"
"N20703GO","PIN CLUTCH RELEASE","General Spare Parts","TVS / Universal","0","425","500","5"
"N2080110","BEARING 520","General Spare Parts","TVS / Universal","0","646","760","5"
"N2080200","RATCHET KS","General Spare Parts","TVS / Universal","0","10.2","12","5"
"N2080270","SPACER PRIMARY DRIVEN GEAR","General Spare Parts","TVS / Universal","0","425","500","5"
"N2080320","SHAFT DRIVE","General Spare Parts","TVS / Universal","0","7752","9120","5"
"N2080380","SHAFT KICK STARTER","General Spare Parts","TVS / Universal","0","3425.5","4030","5"
"N20803GO","GEAR PRIMARY DRIVE (OLD) (A","General Spare Parts","TVS / Universal","0","5032","5920","5"
"N2080500","SPRING GEAR SHIFT PAWL","General Spare Parts","TVS / Universal","0","425","500","5"
"N2080520","SHAFT SHIFT FORK","General Spare Parts","TVS / Universal","0","425","500","5"
"N20805GO","RETAINER GEAR SHIFT CAM","Brakes","TVS / Universal","0","425","500","5"
"N2080SOO","GUIDE GEAR SHIFT CAM PIN","Brakes","TVS / Universal","0","425","500","5"
"N2080SSO","SHAFT COMP GEAR SHIFT","General Spare Parts","TVS / Universal","0","1156","1360","5"
"N2080S70","CAP OIL FILTER","Oils & Fluids","TVS / Universal","0","1105","1300","5"
"N2080700","GEAR 2ND DRIVEN","General Spare Parts","TVS / Universal","0","3383","3980","5"
"N2080710","FORK GEAR SHIFT HIGH SPEED","General Spare Parts","TVS / Universal","0","2354.5","2770","5"
"N2080720","FORK GEAR SHIFT LOW SPEED","General Spare Parts","TVS / Universal","0","833","980","5"
"N2080770","ROD CLUTCH RELEASE COMP","General Spare Parts","TVS / Universal","0","1071","1260","5"
"N2080800","SPRING CLUTCH CABLE RETURN","Electrical","TVS / Universal","0","425","500","5"
"N2080810","O RING","General Spare Parts","TVS / Universal","0","425","500","5"
"N2080GOO","WASHER CLUTCH HSG","General Spare Parts","TVS / Universal","0","425","500","5"
"N2080G20","PIPE BREATHER","General Spare Parts","TVS / Universal","0","425","500","5"
"N2080G70","SPACER SHIFT SHAFT","General Spare Parts","TVS / Universal","0","425","500","5"
"N2081100","GUIDE KICK STARTER","General Spare Parts","TVS / Universal","0","425","500","5"
"N2081120","STARTER KICK","General Spare Parts","TVS / Universal","0","2031.5","2390","5"
"N2081150","GAUGE OIL LEVEL","Oils & Fluids","TVS / Universal","0","425","500","5"
"N2081170","SPRING SHIFT SHAFT RETURN","General Spare Parts","TVS / Universal","0","425","500","5"
"N2081250","GEAR 3RD DRIVE","General Spare Parts","TVS / Universal","0","3153.5","3710","5"
"N2081310","GEAR COMP KS IDLE (OLD)","General Spare Parts","TVS / Universal","0","782","920","5"
"N2081370","PLATE SHIFT CAM STOPPER","Brakes","TVS / Universal","0","425","500","5"
"N2081380","GEAR 4TH DRIVE - VICTOR","General Spare Parts","TVS / Universal","0","3629.5","4270","5"
"N20813GO","GEAR 2ND DRIVE","General Spare Parts","TVS / Universal","0","3425.5","4030","5"
"N2081400","JOINT KICK STARTER","General Spare Parts","TVS / Universal","0","1793.5","2110","5"
"N2081410","LEVER KICK STARTER","General Spare Parts","TVS / Universal","0","3893","4580","5"
"N2081420","LEVER ASSY KICK STARTER (ALTI","General Spare Parts","TVS / Universal","0","4836.5","5690","5"
"N2081450","PIN LEVER ASSY KICK STARTER","General Spare Parts","TVS / Universal","0","425","500","5"
"N2081470","RUBBER KICK STARTER LEVER (ALTI","General Spare Parts","TVS / Universal","0","425","500","5"
"N2081480","SPRING KICK STARTER RETN","General Spare Parts","TVS / Universal","0","425","500","5"
"N20814GO","LEVER ASSY GEAR SHIFT (ALTI","General Spare Parts","TVS / Universal","0","1453.5","1710","5"
"N2081570","SPACER ROLLER GEAR SHIFT FORK PIN","General Spare Parts","TVS / Universal","0","425","500","5"
"N2081580","BUSH","General Spare Parts","TVS / Universal","0","425","500","5"
"N20815GO","BODY' GEAR SHIFT SWITCH","Electrical","TVS / Universal","0","425","500","5"
"N2081SOO","GASKET OIL GALLERY PLUG","Oils & Fluids","TVS / Universal","0","425","500","5"
"N2081S10","PLUG CRANK SHAFT HOLE - BLACK (ALTI","Engine","TVS / Universal","0","425","500","5"
"N2081650","STOPPER KICK STARTER","General Spare Parts","TVS / Universal","0","425","500","5"
"N2081670","PLUG CRANKSHAFT HOLE - PAINTED (ALTI","Engine","TVS / Universal","0","425","500","5"
"N2081S80","PLUG TDC","General Spare Parts","TVS / Universal","0","425","500","5"
"N2081SGO","O-RING 22_7xs.1","General Spare Parts","TVS / Universal","0","416.5","490","5"
"N2081700","GEAR KICK STARTER DRIVE (NEW)","General Spare Parts","TVS / Universal","0","4258.5","5010","5"
"N2081720","OIL SEAL GEAR SHIFT SHAFT","Oils & Fluids","TVS / Universal","0","416.5","490","5"
"N208177G","GEAR PRIMARY DRIVE (NEW)","General Spare Parts","TVS / Universal","0","4488","5280","5"
"N20817GG","GEAR PRIMARY DRIVE","General Spare Parts","TVS / Universal","0","3816.5","4490","5"
"N2081800","PUMP ASSY OIL (NEW) (ALT)","Oils & Fluids","TVS / Universal","0","3502","4120","5"
"N2081820","GEAR ASSY PRIMARY DRIVEN (NEW)","General Spare Parts","TVS / Universal","0","14747.5","17350","5"
"N2081850","DRIVE SHAFT ASSY - VICTOR (NEW)","General Spare Parts","TVS / Universal","0","15827","18620","5"
"N2082010","CAP OIL FILTER LG SILVER","Oils & Fluids","TVS / Universal","0","705.5","830","5"
"N2100020","UPPER 3RKT COMP","General Spare Parts","TVS / Universal","0","425","500","5"
"N21000GO","NUT FRONT FORK","General Spare Parts","TVS / Universal","0","425","500","5"
"N2100150","BRACE FRONT FENDER","General Spare Parts","TVS / Universal","0","697","820","5"
"N2100170","LOCK NuT STEERING (ACT)","General Spare Parts","TVS / Universal","0","697","820","5"
"N2100180","ARRESTER STEERING STEM","General Spare Parts","TVS / Universal","0","603.5","710","5"
"N21001GO","LEG ASSY L FRONT FORK","General Spare Parts","TVS / Universal","0","38709","45540","5"
"N2100200","LEG ASSY R FRONT FORK","General Spare Parts","TVS / Universal","0","37527.5","44150","5"
"N2100220","SPACER","General Spare Parts","TVS / Universal","0","425","500","5"
"N2100250","FORK OUTER TUBE R (NO DRG)","General Spare Parts","TVS / Universal","0","5644","6640","5"
"N2110010","PEDAL COMP BRAKE","Brakes","TVS / Universal","0","2822","3320","5"
"N2110110","BRAKE PANEL ASSY FRONT (AIT)","Brakes","TVS / Universal","0","9834.5","11570","5"
"N21101GO","SPACER COMP FRONT HUB","General Spare Parts","TVS / Universal","0","425","500","5"
"N2110210","AXLE FRONT (ALTI","General Spare Parts","TVS / Universal","0","1751","2060","5"
"N2110250","HUB COMP RR WHEEL MACHINED","General Spare Parts","TVS / Universal","0","10633.5","12510","5"
"N21102GO","BRAKE PANEL COMP RR PAINTED","Brakes","TVS / Universal","0","5406","6360","5"
"N2110370","DRUM REAR SPROCKET MTG MACHINED","General Spare Parts","TVS / Universal","0","3102.5","3650","5"
"N21103GO","SPACER L REAR AXLE","General Spare Parts","TVS / Universal","0","425","500","5"
"N2110410","AXLE REAR (AIT)","General Spare Parts","TVS / Universal","0","1989","2340","5"
"N2110550","ROD REAR BRAKE COMP","Brakes","TVS / Universal","0","425","500","5"
"N2110SOO","PIN REAR BRAKE CONNECTOR","Brakes","TVS / Universal","0","425","500","5"
"N2110620","SPRING STOP LAMP SWITCH","Electrical","TVS / Universal","0","425","500","5"
"N2110650","GEAR SPEEDOMETER 24T","General Spare Parts","TVS / Universal","0","425","500","5"
"N2110S70","WATER SEAL RING","General Spare Parts","TVS / Universal","0","425","500","5"
"N2110680","DUST SEAL FRONT BRAKE CABLE","Brakes","TVS / Universal","0","425","500","5"
"N2110SGO","SPRING FRONT BRAKE CABLE","Brakes","TVS / Universal","0","425","500","5"
"N2110700","BRAKE RETURN SPRING","Brakes","TVS / Universal","0","425","500","5"
"N2120GSO","FENDER REAR","General Spare Parts","TVS / Universal","0","2244","2640","5"
"N21400200DA","TANK COMP FUEL+TAPESET HG BLACK-2","General Spare Parts","TVS / Universal","0","38343.5","45110","5"
"N214002000C","TANK COMP FUEL+TAPESET BLACK U42","General Spare Parts","TVS / Universal","0","35394","41640","5"
"N21400200DF","TANK COMP FUEL BLK+SILV+BLUE -EDGE","General Spare Parts","TVS / Universal","0","38352","45120","5"
"N21400200DG","TANK COMP FUEL BLACK COPPER -EDGE","General Spare Parts","TVS / Universal","0","38352","45120","5"
"N21400202GA","TANK COMP FUEL+TAPESET WINE RED","General Spare Parts","TVS / Universal","0","13149.5","15470","5"
"N21400202R","TANK COMP FUEL+TAPESET GOLD BEIGE","General Spare Parts","TVS / Universal","0","33065","38900","5"
"N21400204L","TANK COMP FUEL+TAPESET JEWEL GREEN","General Spare Parts","TVS / Universal","0","38343.5","45110","5"
"N21400204LA","TANK COMP FUEL+TAPESET JGRN EX","General Spare Parts","TVS / Universal","0","38343.5","45110","5"
"N21400205G","TANK COMP FUEL+TAPESET NF WINERED","General Spare Parts","TVS / Universal","0","44497.5","52350","5"
"N21400206G","TANK COMP FUEL+TAPESET FLAME RED","General Spare Parts","TVS / Universal","0","33065","38900","5"
"N21400206GA","TANK COMP FUEL+TAPESET FLAME RED","General Spare Parts","TVS / Universal","0","38352","45120","5"
"N21400206GB","TANK COMP FUEL FLAME RED -EDGE","General Spare Parts","TVS / Universal","0","38352","45120","5"
"N214002073A","TANK COMP FUEL+TAPESET TBLUE UPG","General Spare Parts","TVS / Universal","0","38343.5","45110","5"
"N2140020C","TANK COMP FUEL+TAPESET SIL MET GREY","General Spare Parts","TVS / Universal","0","38343.5","45110","5"
"N2140020CA","TANK COMP FUEL+TAPESET SILMETGREY-2","General Spare Parts","TVS / Universal","0","38343.5","45110","5"
"N2140020CB","TANK COMP FUEL+TAPESET SILMETGREY-3","General Spare Parts","TVS / Universal","0","35394","41640","5"
"N214002GOO","FUEL TANK HG BLACK VICT GL W/O STIC","General Spare Parts","TVS / Universal","0","25134.5","29570","5"
"N2180110","CAP ASSY SPARK PLUG (ALTI","General Spare Parts","TVS / Universal","0","425","500","5"
"N2200120","SHIM","General Spare Parts","TVS / Universal","0","425","500","5"
"N2200150","BALL BEARING 17x40x12 - 6203","General Spare Parts","TVS / Universal","0","1428","1680","5"
"N2200280","THRUST WASHER 15X2sxo.8","General Spare Parts","TVS / Universal","0","425","500","5"
"N2200350","NEEDLE ROLLER BEARING HK2012a","General Spare Parts","TVS / Universal","0","1853","2180","5"
"N22003GO","BALL BEARING 6205 VQ 091 (ALTI","General Spare Parts","TVS / Universal","0","977.5","1150","5"
"N2200400","BALL BEARING 12X28X8","General Spare Parts","TVS / Universal","0","425","500","5"
"N2200420","CIRCLIP 15 x1 N IS:3075","General Spare Parts","TVS / Universal","0","425","500","5"
"N2200450","HEX -MSx50","General Spare Parts","TVS / Universal","0","425","500","5"
"N2200470","HEX SOC HD CAP SCR M6x20 P","General Spare Parts","TVS / Universal","0","109.65","129","5"
"N2200480","HEX FLANGE BOLT MIOx12","General Spare Parts","TVS / Universal","0","425","500","5"
"N22004GO","HEX. FLANGE BOLT M6x20 ZNG","General Spare Parts","TVS / Universal","0","425","500","5"
"N2200500","HEX FLANGE BOLT M6x25 ZNG","General Spare Parts","TVS / Universal","0","425","500","5"
"N2200550","OIL SEAL CRANKSHAFT R","Oils & Fluids","TVS / Universal","0","756.5","890","5"
"N2210010","LOCK ASSY COVER FRAME","General Spare Parts","TVS / Universal","0","1428","1680","5"
"N2310010","CLUTCH HOLDING TOOL","General Spare Parts","TVS / Universal","0","1334.5","1570","5"
"N2310020","CLUTCH NUT TIGHTENING TOOL","General Spare Parts","TVS / Universal","0","2218.5","2610","5"
"N2310070","MANDREL GEAR SHAFT OIL SEAL","Oils & Fluids","TVS / Universal","0","2405.5","2830","5"
"N2320100","PISTON KIT STD","Engine","TVS / Universal","0","10608","12480","5"
"N2320110","PISTON KIT DIX51 BLUE","Engine","TVS / Universal","0","10608","12480","5"
"N2320170","CYLINDER BLOCK & PISTON KIT-OLD G","Engine","TVS / Universal","0","35504.5","41770","5"
"N2320250","JET HOLDER 1,","General Spare Parts","TVS / Universal","0","246.5","290","5"
"N2320270","JET NEEDLE","General Spare Parts","TVS / Universal","0","425","500","5"
"N2320280","PISTON VALVE","Engine","TVS / Universal","0","756.5","890","5"
"N23202GO","NEEDLE VALVE ASSY","Engine","TVS / Universal","0","3740","4400","5"
"N2320300","FLOAT BODY ASSY","General Spare Parts","TVS / Universal","0","3638","4280","5"
"N2320310","SCREW DRAIN","General Spare Parts","TVS / Universal","0","425","500","5"
"N2320320","SEAL BOWL","General Spare Parts","TVS / Universal","0","612","720","5"
"N2320370","SPRING PISTON VALVE","Engine","TVS / Universal","0","425","500","5"
"N2320380","TOP CAP ASSY","General Spare Parts","TVS / Universal","0","425","500","5"
"N23203GO","AIR SCREW (AS)","General Spare Parts","TVS / Universal","0","382.5","450","5"
"N2320400","SPRING AS","General Spare Parts","TVS / Universal","0","425","500","5"
"N2320410","WASHER AS","General Spare Parts","TVS / Universal","0","425","500","5"
"N2320420","O-RING AS","General Spare Parts","TVS / Universal","0","425","500","5"
"N2320450","WASHER (TS)","General Spare Parts","TVS / Universal","0","425","500","5"
"N2320470","PLATE VALVE SEAT","Engine","TVS / Universal","0","425","500","5"
"N2320480","SCREW VALVE SEAT","Engine","TVS / Universal","0","425","500","5"
"N23204GO","GUIDE HOLDER ASSY","General Spare Parts","TVS / Universal","0","425","500","5"
"N2320500","SCREW FLOAT CHAMBER","General Spare Parts","TVS / Universal","0","425","500","5"
"N2320510","PIN FLOAT","General Spare Parts","TVS / Universal","0","425","500","5"
"N2320520","FLOAT ASSY","General Spare Parts","TVS / Universal","0","1955","2300","5"
"N2320550","CLIP, DRAIN-AIR VENT","General Spare Parts","TVS / Universal","0","425","500","5"
"N2320570","O-RING MIXING BODY","General Spare Parts","TVS / Universal","0","425","500","5"
"N23205GO","SPRING STARTER","General Spare Parts","TVS / Universal","0","425","500","5"
"N2320SOO","PLUNGER STARTER","General Spare Parts","TVS / Universal","0","1870","2200","5"
